Round,Winning Number,Winning Color,Red Bet Win,Black Bet Win,Even Bet Win,Odd Bet Win,Zero Bet Win
19986,24,Black,0,1,1,0,0
19987,26,Black,0,1,1,0,0
19988,25,Red,1,0,0,1,0
19989,14,Red,1,0,1,0,0
19990,9,Red,1,0,0,1,0
19991,1,Red,1,0,0,1,0
19992,24,Black,0,1,1,0,0
19993,31,Black,0,1,0,1,0
19994,20,Black,0,1,1,0,0
19995,4,Black,0,1,1,0,0
19996,8,Black,0,1,1,0,0
19997,4,Black,0,1,1,0,0
19998,2,Black,0,1,1,0,0
19999,24,Black,0,1,1,0,0
20000,8,Black,0,1,1,0,0
20001,34,Red,1,0,1,0,0
20002,5,Red,1,0,0,1,0
20003,14,Red,1,0,1,0,0
20004,31,Black,0,1,0,1,0
20005,33,Black,0,1,0,1,0
20006,26,Black,0,1,1,0,0
20007,20,Black,0,1,1,0,0
20008,1,Red,1,0,0,1,0
20009,9,Red,1,0,0,1,0
20010,25,Red,1,0,0,1,0
20011,0,Green,0,0,0,0,1
20012,31,Black,0,1,0,1,0
20013,20,Black,0,1,1,0,0
20014,23,Red,1,0,0,1,0
20015,18,Red,1,0,1,0,0
20016,5,Red,1,0,0,1,0
20017,18,Red,1,0,1,0,0
20018,15,Black,0,1,0,1,0
20019,30,Red,1,0,1,0,0
20020,35,Black,0,1,0,1,0
20021,6,Black,0,1,1,0,0
20022,29,Black,0,1,0,1,0
20023,19,Red,1,0,0,1,0
20024,30,Red,1,0,1,0,0
20025,34,Red,1,0,1,0,0
20026,19,Red,1,0,0,1,0
20027,25,Red,1,0,0,1,0
20028,22,Black,0,1,1,0,0
20029,0,Green,0,0,0,0,1
20030,8,Black,0,1,1,0,0
20031,34,Red,1,0,1,0,0
20032,4,Black,0,1,1,0,0
20033,35,Black,0,1,0,1,0
20034,0,Green,0,0,0,0,1
20035,36,Red,1,0,1,0,0
20036,5,Red,1,0,0,1,0
20037,24,Black,0,1,1,0,0
20038,22,Black,0,1,1,0,0
20039,16,Red,1,0,1,0,0
20040,3,Red,1,0,0,1,0
20041,36,Red,1,0,1,0,0
20042,3,Red,1,0,0,1,0
20043,8,Black,0,1,1,0,0
20044,19,Red,1,0,0,1,0
20045,13,Black,0,1,0,1,0
20046,24,Black,0,1,1,0,0
20047,31,Black,0,1,0,1,0
20048,13,Black,0,1,0,1,0
20049,9,Red,1,0,0,1,0
20050,22,Black,0,1,1,0,0
20051,28,Black,0,1,1,0,0
20052,16,Red,1,0,1,0,0
20053,10,Black,0,1,1,0,0
20054,18,Red,1,0,1,0,0
20055,20,Black,0,1,1,0,0
20056,16,Red,1,0,1,0,0
20057,15,Black,0,1,0,1,0
20058,17,Black,0,1,0,1,0
20059,30,Red,1,0,1,0,0
20060,27,Red,1,0,0,1,0
20061,36,Red,1,0,1,0,0
20062,33,Black,0,1,0,1,0
20063,18,Red,1,0,1,0,0
20064,9,Red,1,0,0,1,0
20065,25,Red,1,0,0,1,0
20066,21,Red,1,0,0,1,0
20067,31,Black,0,1,0,1,0
20068,6,Black,0,1,1,0,0
20069,7,Red,1,0,0,1,0
20070,8,Black,0,1,1,0,0
20071,32,Red,1,0,1,0,0
20072,33,Black,0,1,0,1,0
20073,7,Red,1,0,0,1,0
20074,22,Black,0,1,1,0,0
20075,6,Black,0,1,1,0,0
20076,14,Red,1,0,1,0,0
20077,36,Red,1,0,1,0,0
20078,27,Red,1,0,0,1,0
20079,0,Green,0,0,0,0,1
20080,15,Black,0,1,0,1,0
20081,8,Black,0,1,1,0,0
20082,33,Black,0,1,0,1,0
20083,20,Black,0,1,1,0,0
20084,2,Black,0,1,1,0,0
20085,7,Red,1,0,0,1,0
20086,9,Red,1,0,0,1,0
20087,20,Black,0,1,1,0,0
20088,6,Black,0,1,1,0,0
20089,4,Black,0,1,1,0,0
20090,32,Red,1,0,1,0,0
20091,15,Black,0,1,0,1,0
20092,19,Red,1,0,0,1,0
20093,20,Black,0,1,1,0,0
20094,1,Red,1,0,0,1,0
20095,33,Black,0,1,0,1,0
20096,25,Red,1,0,0,1,0
20097,30,Red,1,0,1,0,0
20098,11,Black,0,1,0,1,0
20099,6,Black,0,1,1,0,0
20100,31,Black,0,1,0,1,0
20101,16,Red,1,0,1,0,0
20102,20,Black,0,1,1,0,0
20103,11,Black,0,1,0,1,0
20104,12,Red,1,0,1,0,0
20105,6,Black,0,1,1,0,0
20106,25,Red,1,0,0,1,0
20107,27,Red,1,0,0,1,0
20108,13,Black,0,1,0,1,0
20109,1,Red,1,0,0,1,0
20110,18,Red,1,0,1,0,0
20111,10,Black,0,1,1,0,0
20112,23,Red,1,0,0,1,0
20113,21,Red,1,0,0,1,0
20114,20,Black,0,1,1,0,0
20115,7,Red,1,0,0,1,0
20116,8,Black,0,1,1,0,0
20117,9,Red,1,0,0,1,0
20118,36,Red,1,0,1,0,0
20119,13,Black,0,1,0,1,0
20120,19,Red,1,0,0,1,0
20121,12,Red,1,0,1,0,0
20122,20,Black,0,1,1,0,0
20123,0,Green,0,0,0,0,1
20124,28,Black,0,1,1,0,0
20125,27,Red,1,0,0,1,0
20126,13,Black,0,1,0,1,0
20127,25,Red,1,0,0,1,0
20128,14,Red,1,0,1,0,0
20129,32,Red,1,0,1,0,0
20130,19,Red,1,0,0,1,0
20131,11,Black,0,1,0,1,0
20132,24,Black,0,1,1,0,0
20133,25,Red,1,0,0,1,0
20134,2,Black,0,1,1,0,0
20135,31,Black,0,1,0,1,0
20136,30,Red,1,0,1,0,0
20137,14,Red,1,0,1,0,0
20138,1,Red,1,0,0,1,0
20139,8,Black,0,1,1,0,0
20140,27,Red,1,0,0,1,0
20141,35,Black,0,1,0,1,0
20142,21,Red,1,0,0,1,0
20143,17,Black,0,1,0,1,0
20144,16,Red,1,0,1,0,0
20145,12,Red,1,0,1,0,0
20146,26,Black,0,1,1,0,0
20147,18,Red,1,0,1,0,0
20148,12,Red,1,0,1,0,0
20149,36,Red,1,0,1,0,0
20150,15,Black,0,1,0,1,0
20151,28,Black,0,1,1,0,0
20152,32,Red,1,0,1,0,0
20153,25,Red,1,0,0,1,0
20154,17,Black,0,1,0,1,0
20155,2,Black,0,1,1,0,0
20156,12,Red,1,0,1,0,0
20157,15,Black,0,1,0,1,0
20158,9,Red,1,0,0,1,0
20159,22,Black,0,1,1,0,0
20160,25,Red,1,0,0,1,0
20161,12,Red,1,0,1,0,0
20162,31,Black,0,1,0,1,0
20163,14,Red,1,0,1,0,0
20164,23,Red,1,0,0,1,0
20165,34,Red,1,0,1,0,0
20166,31,Black,0,1,0,1,0
20167,33,Black,0,1,0,1,0
20168,25,Red,1,0,0,1,0
20169,20,Black,0,1,1,0,0
20170,0,Green,0,0,0,0,1
20171,16,Red,1,0,1,0,0
20172,33,Black,0,1,0,1,0
20173,0,Green,0,0,0,0,1
20174,26,Black,0,1,1,0,0
20175,3,Red,1,0,0,1,0
20176,32,Red,1,0,1,0,0
20177,15,Black,0,1,0,1,0
20178,33,Black,0,1,0,1,0
20179,5,Red,1,0,0,1,0
20180,4,Black,0,1,1,0,0
20181,1,Red,1,0,0,1,0
20182,27,Red,1,0,0,1,0
20183,17,Black,0,1,0,1,0
20184,15,Black,0,1,0,1,0
20185,15,Black,0,1,0,1,0
20186,2,Black,0,1,1,0,0
20187,15,Black,0,1,0,1,0
20188,2,Black,0,1,1,0,0
20189,5,Red,1,0,0,1,0
20190,14,Red,1,0,1,0,0
20191,25,Red,1,0,0,1,0
20192,26,Black,0,1,1,0,0
20193,22,Black,0,1,1,0,0
20194,15,Black,0,1,0,1,0
20195,6,Black,0,1,1,0,0
20196,29,Black,0,1,0,1,0
20197,26,Black,0,1,1,0,0
20198,19,Red,1,0,0,1,0
20199,0,Green,0,0,0,0,1
20200,36,Red,1,0,1,0,0
20201,21,Red,1,0,0,1,0
20202,15,Black,0,1,0,1,0
20203,28,Black,0,1,1,0,0
20204,21,Red,1,0,0,1,0
20205,14,Red,1,0,1,0,0
20206,13,Black,0,1,0,1,0
20207,4,Black,0,1,1,0,0
20208,16,Red,1,0,1,0,0
20209,23,Red,1,0,0,1,0
20210,30,Red,1,0,1,0,0
20211,15,Black,0,1,0,1,0
20212,29,Black,0,1,0,1,0
20213,4,Black,0,1,1,0,0
20214,4,Black,0,1,1,0,0
20215,29,Black,0,1,0,1,0
20216,12,Red,1,0,1,0,0
20217,24,Black,0,1,1,0,0
20218,14,Red,1,0,1,0,0
20219,6,Black,0,1,1,0,0
20220,13,Black,0,1,0,1,0
20221,24,Black,0,1,1,0,0
20222,6,Black,0,1,1,0,0
20223,14,Red,1,0,1,0,0
20224,7,Red,1,0,0,1,0
20225,33,Black,0,1,0,1,0
20226,32,Red,1,0,1,0,0
20227,24,Black,0,1,1,0,0
20228,25,Red,1,0,0,1,0
20229,16,Red,1,0,1,0,0
20230,6,Black,0,1,1,0,0
20231,10,Black,0,1,1,0,0
20232,22,Black,0,1,1,0,0
20233,1,Red,1,0,0,1,0
20234,33,Black,0,1,0,1,0
20235,14,Red,1,0,1,0,0
20236,3,Red,1,0,0,1,0
20237,19,Red,1,0,0,1,0
20238,26,Black,0,1,1,0,0
20239,11,Black,0,1,0,1,0
20240,4,Black,0,1,1,0,0
20241,21,Red,1,0,0,1,0
20242,28,Black,0,1,1,0,0
20243,16,Red,1,0,1,0,0
20244,4,Black,0,1,1,0,0
20245,1,Red,1,0,0,1,0
20246,32,Red,1,0,1,0,0
20247,27,Red,1,0,0,1,0
20248,32,Red,1,0,1,0,0
20249,21,Red,1,0,0,1,0
20250,20,Black,0,1,1,0,0
20251,4,Black,0,1,1,0,0
20252,6,Black,0,1,1,0,0
20253,22,Black,0,1,1,0,0
20254,30,Red,1,0,1,0,0
20255,0,Green,0,0,0,0,1
20256,11,Black,0,1,0,1,0
20257,22,Black,0,1,1,0,0
20258,17,Black,0,1,0,1,0
20259,34,Red,1,0,1,0,0
20260,14,Red,1,0,1,0,0
20261,36,Red,1,0,1,0,0
20262,0,Green,0,0,0,0,1
20263,19,Red,1,0,0,1,0
20264,26,Black,0,1,1,0,0
20265,32,Red,1,0,1,0,0
20266,13,Black,0,1,0,1,0
20267,7,Red,1,0,0,1,0
20268,19,Red,1,0,0,1,0
20269,10,Black,0,1,1,0,0
20270,25,Red,1,0,0,1,0
20271,2,Black,0,1,1,0,0
20272,19,Red,1,0,0,1,0
20273,13,Black,0,1,0,1,0
20274,24,Black,0,1,1,0,0
20275,35,Black,0,1,0,1,0
20276,18,Red,1,0,1,0,0
20277,19,Red,1,0,0,1,0
20278,7,Red,1,0,0,1,0
20279,30,Red,1,0,1,0,0
20280,11,Black,0,1,0,1,0
20281,12,Red,1,0,1,0,0
20282,23,Red,1,0,0,1,0
20283,3,Red,1,0,0,1,0
20284,30,Red,1,0,1,0,0
20285,30,Red,1,0,1,0,0
20286,31,Black,0,1,0,1,0
20287,27,Red,1,0,0,1,0
20288,1,Red,1,0,0,1,0
20289,25,Red,1,0,0,1,0
20290,21,Red,1,0,0,1,0
20291,21,Red,1,0,0,1,0
20292,36,Red,1,0,1,0,0
20293,29,Black,0,1,0,1,0
20294,12,Red,1,0,1,0,0
20295,4,Black,0,1,1,0,0
20296,1,Red,1,0,0,1,0
20297,26,Black,0,1,1,0,0
20298,9,Red,1,0,0,1,0
20299,31,Black,0,1,0,1,0
20300,23,Red,1,0,0,1,0
20301,34,Red,1,0,1,0,0
20302,10,Black,0,1,1,0,0
20303,2,Black,0,1,1,0,0
20304,9,Red,1,0,0,1,0
20305,35,Black,0,1,0,1,0
20306,26,Black,0,1,1,0,0
20307,14,Red,1,0,1,0,0
20308,11,Black,0,1,0,1,0
20309,24,Black,0,1,1,0,0
20310,36,Red,1,0,1,0,0
20311,26,Black,0,1,1,0,0
20312,26,Black,0,1,1,0,0
20313,17,Black,0,1,0,1,0
20314,1,Red,1,0,0,1,0
20315,16,Red,1,0,1,0,0
20316,9,Red,1,0,0,1,0
20317,13,Black,0,1,0,1,0
20318,15,Black,0,1,0,1,0
20319,36,Red,1,0,1,0,0
20320,22,Black,0,1,1,0,0
20321,19,Red,1,0,0,1,0
20322,24,Black,0,1,1,0,0
20323,16,Red,1,0,1,0,0
20324,11,Black,0,1,0,1,0
20325,28,Black,0,1,1,0,0
20326,20,Black,0,1,1,0,0
20327,29,Black,0,1,0,1,0
20328,22,Black,0,1,1,0,0
20329,24,Black,0,1,1,0,0
20330,6,Black,0,1,1,0,0
20331,5,Red,1,0,0,1,0
20332,29,Black,0,1,0,1,0
20333,3,Red,1,0,0,1,0
20334,25,Red,1,0,0,1,0
20335,10,Black,0,1,1,0,0
20336,14,Red,1,0,1,0,0
20337,1,Red,1,0,0,1,0
20338,0,Green,0,0,0,0,1
20339,13,Black,0,1,0,1,0
20340,36,Red,1,0,1,0,0
20341,28,Black,0,1,1,0,0
20342,29,Black,0,1,0,1,0
20343,18,Red,1,0,1,0,0
20344,4,Black,0,1,1,0,0
20345,0,Green,0,0,0,0,1
20346,29,Black,0,1,0,1,0
20347,11,Black,0,1,0,1,0
20348,32,Red,1,0,1,0,0
20349,19,Red,1,0,0,1,0
20350,11,Black,0,1,0,1,0
20351,28,Black,0,1,1,0,0
20352,14,Red,1,0,1,0,0
20353,11,Black,0,1,0,1,0
20354,9,Red,1,0,0,1,0
20355,4,Black,0,1,1,0,0
20356,10,Black,0,1,1,0,0
20357,33,Black,0,1,0,1,0
20358,33,Black,0,1,0,1,0
20359,31,Black,0,1,0,1,0
20360,30,Red,1,0,1,0,0
20361,10,Black,0,1,1,0,0
20362,28,Black,0,1,1,0,0
20363,18,Red,1,0,1,0,0
20364,28,Black,0,1,1,0,0
20365,22,Black,0,1,1,0,0
20366,17,Black,0,1,0,1,0
20367,5,Red,1,0,0,1,0
20368,35,Black,0,1,0,1,0
20369,35,Black,0,1,0,1,0
20370,6,Black,0,1,1,0,0
20371,7,Red,1,0,0,1,0
20372,3,Red,1,0,0,1,0
20373,31,Black,0,1,0,1,0
20374,8,Black,0,1,1,0,0
20375,33,Black,0,1,0,1,0
20376,12,Red,1,0,1,0,0
20377,36,Red,1,0,1,0,0
20378,34,Red,1,0,1,0,0
20379,20,Black,0,1,1,0,0
20380,23,Red,1,0,0,1,0
20381,2,Black,0,1,1,0,0
20382,9,Red,1,0,0,1,0
20383,7,Red,1,0,0,1,0
20384,12,Red,1,0,1,0,0
20385,25,Red,1,0,0,1,0
20386,7,Red,1,0,0,1,0
20387,13,Black,0,1,0,1,0
20388,16,Red,1,0,1,0,0
20389,3,Red,1,0,0,1,0
20390,1,Red,1,0,0,1,0
20391,17,Black,0,1,0,1,0
20392,3,Red,1,0,0,1,0
20393,31,Black,0,1,0,1,0
20394,9,Red,1,0,0,1,0
20395,15,Black,0,1,0,1,0
20396,24,Black,0,1,1,0,0
20397,28,Black,0,1,1,0,0
20398,21,Red,1,0,0,1,0
20399,13,Black,0,1,0,1,0
20400,28,Black,0,1,1,0,0
20401,6,Black,0,1,1,0,0
20402,12,Red,1,0,1,0,0
20403,22,Black,0,1,1,0,0
20404,33,Black,0,1,0,1,0
20405,20,Black,0,1,1,0,0
20406,32,Red,1,0,1,0,0
20407,23,Red,1,0,0,1,0
20408,21,Red,1,0,0,1,0
20409,4,Black,0,1,1,0,0
20410,9,Red,1,0,0,1,0
20411,14,Red,1,0,1,0,0
20412,31,Black,0,1,0,1,0
20413,17,Black,0,1,0,1,0
20414,5,Red,1,0,0,1,0
20415,6,Black,0,1,1,0,0
20416,10,Black,0,1,1,0,0
20417,15,Black,0,1,0,1,0
20418,1,Red,1,0,0,1,0
20419,11,Black,0,1,0,1,0
20420,11,Black,0,1,0,1,0
20421,2,Black,0,1,1,0,0
20422,29,Black,0,1,0,1,0
20423,32,Red,1,0,1,0,0
20424,4,Black,0,1,1,0,0
20425,29,Black,0,1,0,1,0
20426,16,Red,1,0,1,0,0
20427,3,Red,1,0,0,1,0
20428,18,Red,1,0,1,0,0
20429,2,Black,0,1,1,0,0
20430,8,Black,0,1,1,0,0
20431,26,Black,0,1,1,0,0
20432,2,Black,0,1,1,0,0
20433,26,Black,0,1,1,0,0
20434,32,Red,1,0,1,0,0
20435,32,Red,1,0,1,0,0
20436,18,Red,1,0,1,0,0
20437,30,Red,1,0,1,0,0
20438,12,Red,1,0,1,0,0
20439,20,Black,0,1,1,0,0
20440,35,Black,0,1,0,1,0
20441,14,Red,1,0,1,0,0
20442,12,Red,1,0,1,0,0
20443,13,Black,0,1,0,1,0
20444,31,Black,0,1,0,1,0
20445,16,Red,1,0,1,0,0
20446,5,Red,1,0,0,1,0
20447,8,Black,0,1,1,0,0
20448,5,Red,1,0,0,1,0
20449,1,Red,1,0,0,1,0
20450,28,Black,0,1,1,0,0
20451,33,Black,0,1,0,1,0
20452,12,Red,1,0,1,0,0
20453,32,Red,1,0,1,0,0
20454,32,Red,1,0,1,0,0
20455,35,Black,0,1,0,1,0
20456,1,Red,1,0,0,1,0
20457,21,Red,1,0,0,1,0
20458,27,Red,1,0,0,1,0
20459,7,Red,1,0,0,1,0
20460,33,Black,0,1,0,1,0
20461,9,Red,1,0,0,1,0
20462,8,Black,0,1,1,0,0
20463,35,Black,0,1,0,1,0
20464,20,Black,0,1,1,0,0
20465,16,Red,1,0,1,0,0
20466,29,Black,0,1,0,1,0
20467,26,Black,0,1,1,0,0
20468,36,Red,1,0,1,0,0
20469,24,Black,0,1,1,0,0
20470,23,Red,1,0,0,1,0
20471,9,Red,1,0,0,1,0
20472,6,Black,0,1,1,0,0
20473,35,Black,0,1,0,1,0
20474,20,Black,0,1,1,0,0
20475,23,Red,1,0,0,1,0
20476,22,Black,0,1,1,0,0
20477,36,Red,1,0,1,0,0
20478,31,Black,0,1,0,1,0
20479,24,Black,0,1,1,0,0
20480,5,Red,1,0,0,1,0
20481,14,Red,1,0,1,0,0
20482,13,Black,0,1,0,1,0
20483,9,Red,1,0,0,1,0
20484,35,Black,0,1,0,1,0
20485,23,Red,1,0,0,1,0
20486,11,Black,0,1,0,1,0
20487,7,Red,1,0,0,1,0
20488,8,Black,0,1,1,0,0
20489,0,Green,0,0,0,0,1
20490,26,Black,0,1,1,0,0
20491,4,Black,0,1,1,0,0
20492,17,Black,0,1,0,1,0
20493,0,Green,0,0,0,0,1
20494,32,Red,1,0,1,0,0
20495,21,Red,1,0,0,1,0
20496,29,Black,0,1,0,1,0
20497,29,Black,0,1,0,1,0
20498,27,Red,1,0,0,1,0
20499,5,Red,1,0,0,1,0
20500,33,Black,0,1,0,1,0
20501,12,Red,1,0,1,0,0
20502,15,Black,0,1,0,1,0
20503,29,Black,0,1,0,1,0
20504,35,Black,0,1,0,1,0
20505,9,Red,1,0,0,1,0
20506,19,Red,1,0,0,1,0
20507,31,Black,0,1,0,1,0
20508,7,Red,1,0,0,1,0
20509,35,Black,0,1,0,1,0
20510,21,Red,1,0,0,1,0
20511,36,Red,1,0,1,0,0
20512,26,Black,0,1,1,0,0
20513,2,Black,0,1,1,0,0
20514,17,Black,0,1,0,1,0
20515,5,Red,1,0,0,1,0
20516,25,Red,1,0,0,1,0
20517,13,Black,0,1,0,1,0
20518,8,Black,0,1,1,0,0
20519,24,Black,0,1,1,0,0
20520,15,Black,0,1,0,1,0
20521,0,Green,0,0,0,0,1
20522,26,Black,0,1,1,0,0
20523,23,Red,1,0,0,1,0
20524,12,Red,1,0,1,0,0
20525,15,Black,0,1,0,1,0
20526,8,Black,0,1,1,0,0
20527,2,Black,0,1,1,0,0
20528,21,Red,1,0,0,1,0
20529,26,Black,0,1,1,0,0
20530,13,Black,0,1,0,1,0
20531,31,Black,0,1,0,1,0
20532,31,Black,0,1,0,1,0
20533,6,Black,0,1,1,0,0
20534,31,Black,0,1,0,1,0
20535,30,Red,1,0,1,0,0
20536,15,Black,0,1,0,1,0
20537,3,Red,1,0,0,1,0
20538,8,Black,0,1,1,0,0
20539,29,Black,0,1,0,1,0
20540,34,Red,1,0,1,0,0
20541,1,Red,1,0,0,1,0
20542,21,Red,1,0,0,1,0
20543,26,Black,0,1,1,0,0
20544,21,Red,1,0,0,1,0
20545,0,Green,0,0,0,0,1
20546,8,Black,0,1,1,0,0
20547,9,Red,1,0,0,1,0
20548,28,Black,0,1,1,0,0
20549,22,Black,0,1,1,0,0
20550,7,Red,1,0,0,1,0
20551,35,Black,0,1,0,1,0
20552,10,Black,0,1,1,0,0
20553,25,Red,1,0,0,1,0
20554,12,Red,1,0,1,0,0
20555,25,Red,1,0,0,1,0
20556,27,Red,1,0,0,1,0
20557,14,Red,1,0,1,0,0
20558,16,Red,1,0,1,0,0
20559,2,Black,0,1,1,0,0
20560,32,Red,1,0,1,0,0
20561,19,Red,1,0,0,1,0
20562,17,Black,0,1,0,1,0
20563,7,Red,1,0,0,1,0
20564,32,Red,1,0,1,0,0
20565,22,Black,0,1,1,0,0
20566,24,Black,0,1,1,0,0
20567,6,Black,0,1,1,0,0
20568,33,Black,0,1,0,1,0
20569,31,Black,0,1,0,1,0
20570,30,Red,1,0,1,0,0
20571,26,Black,0,1,1,0,0
20572,10,Black,0,1,1,0,0
20573,21,Red,1,0,0,1,0
20574,7,Red,1,0,0,1,0
20575,35,Black,0,1,0,1,0
20576,36,Red,1,0,1,0,0
20577,31,Black,0,1,0,1,0
20578,10,Black,0,1,1,0,0
20579,14,Red,1,0,1,0,0
20580,14,Red,1,0,1,0,0
20581,7,Red,1,0,0,1,0
20582,18,Red,1,0,1,0,0
20583,3,Red,1,0,0,1,0
20584,18,Red,1,0,1,0,0
20585,25,Red,1,0,0,1,0
20586,13,Black,0,1,0,1,0
20587,19,Red,1,0,0,1,0
20588,14,Red,1,0,1,0,0
20589,11,Black,0,1,0,1,0
20590,19,Red,1,0,0,1,0
20591,28,Black,0,1,1,0,0
20592,28,Black,0,1,1,0,0
20593,20,Black,0,1,1,0,0
20594,19,Red,1,0,0,1,0
20595,15,Black,0,1,0,1,0
20596,14,Red,1,0,1,0,0
20597,14,Red,1,0,1,0,0
20598,18,Red,1,0,1,0,0
20599,6,Black,0,1,1,0,0
20600,29,Black,0,1,0,1,0
20601,22,Black,0,1,1,0,0
20602,0,Green,0,0,0,0,1
20603,36,Red,1,0,1,0,0
20604,29,Black,0,1,0,1,0
20605,0,Green,0,0,0,0,1
20606,19,Red,1,0,0,1,0
20607,23,Red,1,0,0,1,0
20608,26,Black,0,1,1,0,0
20609,7,Red,1,0,0,1,0
20610,13,Black,0,1,0,1,0
20611,9,Red,1,0,0,1,0
20612,30,Red,1,0,1,0,0
20613,27,Red,1,0,0,1,0
20614,33,Black,0,1,0,1,0
20615,10,Black,0,1,1,0,0
20616,12,Red,1,0,1,0,0
20617,26,Black,0,1,1,0,0
20618,5,Red,1,0,0,1,0
20619,23,Red,1,0,0,1,0
20620,4,Black,0,1,1,0,0
20621,11,Black,0,1,0,1,0
20622,28,Black,0,1,1,0,0
20623,25,Red,1,0,0,1,0
20624,31,Black,0,1,0,1,0
20625,18,Red,1,0,1,0,0
20626,28,Black,0,1,1,0,0
20627,0,Green,0,0,0,0,1
20628,4,Black,0,1,1,0,0
20629,17,Black,0,1,0,1,0
20630,14,Red,1,0,1,0,0
20631,17,Black,0,1,0,1,0
20632,27,Red,1,0,0,1,0
20633,3,Red,1,0,0,1,0
20634,10,Black,0,1,1,0,0
20635,17,Black,0,1,0,1,0
20636,31,Black,0,1,0,1,0
20637,25,Red,1,0,0,1,0
20638,21,Red,1,0,0,1,0
20639,1,Red,1,0,0,1,0
20640,2,Black,0,1,1,0,0
20641,20,Black,0,1,1,0,0
20642,31,Black,0,1,0,1,0
20643,12,Red,1,0,1,0,0
20644,11,Black,0,1,0,1,0
20645,16,Red,1,0,1,0,0
20646,8,Black,0,1,1,0,0
20647,31,Black,0,1,0,1,0
20648,32,Red,1,0,1,0,0
20649,3,Red,1,0,0,1,0
20650,34,Red,1,0,1,0,0
20651,22,Black,0,1,1,0,0
20652,34,Red,1,0,1,0,0
20653,13,Black,0,1,0,1,0
20654,35,Black,0,1,0,1,0
20655,8,Black,0,1,1,0,0
20656,24,Black,0,1,1,0,0
20657,19,Red,1,0,0,1,0
20658,14,Red,1,0,1,0,0
20659,14,Red,1,0,1,0,0
20660,25,Red,1,0,0,1,0
20661,0,Green,0,0,0,0,1
20662,0,Green,0,0,0,0,1
20663,8,Black,0,1,1,0,0
20664,26,Black,0,1,1,0,0
20665,5,Red,1,0,0,1,0
20666,2,Black,0,1,1,0,0
20667,29,Black,0,1,0,1,0
20668,32,Red,1,0,1,0,0
20669,1,Red,1,0,0,1,0
20670,18,Red,1,0,1,0,0
20671,9,Red,1,0,0,1,0
20672,22,Black,0,1,1,0,0
20673,19,Red,1,0,0,1,0
20674,28,Black,0,1,1,0,0
20675,23,Red,1,0,0,1,0
20676,25,Red,1,0,0,1,0
20677,19,Red,1,0,0,1,0
20678,11,Black,0,1,0,1,0
20679,18,Red,1,0,1,0,0
20680,32,Red,1,0,1,0,0
20681,25,Red,1,0,0,1,0
20682,30,Red,1,0,1,0,0
20683,7,Red,1,0,0,1,0
20684,32,Red,1,0,1,0,0
20685,28,Black,0,1,1,0,0
20686,25,Red,1,0,0,1,0
20687,8,Black,0,1,1,0,0
20688,4,Black,0,1,1,0,0
20689,21,Red,1,0,0,1,0
20690,2,Black,0,1,1,0,0
20691,13,Black,0,1,0,1,0
20692,15,Black,0,1,0,1,0
20693,31,Black,0,1,0,1,0
20694,22,Black,0,1,1,0,0
20695,20,Black,0,1,1,0,0
20696,1,Red,1,0,0,1,0
20697,32,Red,1,0,1,0,0
20698,29,Black,0,1,0,1,0
20699,33,Black,0,1,0,1,0
20700,14,Red,1,0,1,0,0
20701,21,Red,1,0,0,1,0
20702,17,Black,0,1,0,1,0
20703,6,Black,0,1,1,0,0
20704,1,Red,1,0,0,1,0
20705,6,Black,0,1,1,0,0
20706,16,Red,1,0,1,0,0
20707,10,Black,0,1,1,0,0
20708,14,Red,1,0,1,0,0
20709,24,Black,0,1,1,0,0
20710,19,Red,1,0,0,1,0
20711,22,Black,0,1,1,0,0
20712,27,Red,1,0,0,1,0
20713,35,Black,0,1,0,1,0
20714,7,Red,1,0,0,1,0
20715,15,Black,0,1,0,1,0
20716,7,Red,1,0,0,1,0
20717,20,Black,0,1,1,0,0
20718,34,Red,1,0,1,0,0
20719,31,Black,0,1,0,1,0
20720,32,Red,1,0,1,0,0
20721,12,Red,1,0,1,0,0
20722,10,Black,0,1,1,0,0
20723,34,Red,1,0,1,0,0
20724,24,Black,0,1,1,0,0
20725,33,Black,0,1,0,1,0
20726,9,Red,1,0,0,1,0
20727,13,Black,0,1,0,1,0
20728,24,Black,0,1,1,0,0
20729,8,Black,0,1,1,0,0
20730,25,Red,1,0,0,1,0
20731,35,Black,0,1,0,1,0
20732,19,Red,1,0,0,1,0
20733,14,Red,1,0,1,0,0
20734,12,Red,1,0,1,0,0
20735,14,Red,1,0,1,0,0
20736,30,Red,1,0,1,0,0
20737,32,Red,1,0,1,0,0
20738,10,Black,0,1,1,0,0
20739,13,Black,0,1,0,1,0
20740,32,Red,1,0,1,0,0
20741,8,Black,0,1,1,0,0
20742,25,Red,1,0,0,1,0
20743,7,Red,1,0,0,1,0
20744,27,Red,1,0,0,1,0
20745,4,Black,0,1,1,0,0
20746,20,Black,0,1,1,0,0
20747,27,Red,1,0,0,1,0
20748,13,Black,0,1,0,1,0
20749,2,Black,0,1,1,0,0
20750,7,Red,1,0,0,1,0
20751,29,Black,0,1,0,1,0
20752,21,Red,1,0,0,1,0
20753,28,Black,0,1,1,0,0
20754,23,Red,1,0,0,1,0
20755,2,Black,0,1,1,0,0
20756,5,Red,1,0,0,1,0
20757,1,Red,1,0,0,1,0
20758,19,Red,1,0,0,1,0
20759,16,Red,1,0,1,0,0
